preferredStim,timing,timeStamp1,timeStamp2,timeStampJudge,stim1,stim2,cat1,cat2
2,0.921957800004748,9.99723269999959,13.9988485999929,16.9187420999951,38,12,,L1_H1_S3
2,0.913996800009045,13.9988485999929,18.0001879999909,20.9108061000006,12,33,L1_H1_S3,L3_H1_S2
1,0.937770200005616,18.0001879999909,21.9987143999897,24.9346480999957,33,25,L3_H1_S2,L3_H0_S1
1,0.915394800002105,21.9987143999897,25.9959319999907,28.9107790999988,25,28,L3_H0_S1,L3_H0_S2
2,0.971396499997354,25.9959319999907,29.9956715000008,32.9665706999949,28,7,L3_H0_S2,L1_H1_S1
2,0.963326999990386,29.9956715000008,33.9955270999926,36.9586236999894,7,4,L1_H1_S1,L1_H0_S2
1,0.889866100013023,33.9955270999926,38.0002080999984,40.8866463000013,4,19,L1_H0_S2,L2_H1_S1
2,1.42593090000446,38.0002080999984,41.9981367,45.4228017999994,19,3,L2_H1_S1,L1_H0_S2
1,0.953532500003348,41.9981367,45.999004199999,48.9507695999928,3,27,L1_H0_S2,L3_H0_S2
2,0.905804800000624,45.999004199999,49.9982402999885,52.9026285,27,29,L3_H0_S2,L3_H0_S3
2,0.98577739999746,49.9982402999885,53.9986843999941,56.9826751999935,29,15,L3_H0_S3,L2_H0_S2
1,0.929971599995042,53.9986843999941,58.0001933999883,60.9267944999883,15,36,L2_H0_S2,L3_H1_S3
1,0.921580599999288,58.0001933999883,61.9979609000002,64.9187016999931,36,21,L3_H1_S3,L2_H1_S2
2,0.889629600002081,61.9979609000002,65.9982388999924,68.8865416999906,21,9,L2_H1_S2,L1_H1_S2
1,0.857809599998291,65.9982388999924,69.9978383999987,72.8547971999942,9,1,L1_H1_S2,L1_H0_S1
1,0.88172140000097,69.9978383999987,73.9978418999963,76.8787348999904,1,2,L1_H0_S1,L1_H0_S1
2,0.971199399995385,73.9978418999963,77.9960133999994,80.9665967999899,2,5,L1_H0_S1,L1_H0_S3
1,0.94748270000855,77.9960133999994,81.9956820999942,84.9426980999997,5,14,L1_H0_S3,L2_H0_S1
2,1.02562939999916,81.9956820999942,85.9954770999902,89.0226722999942,14,26,L2_H0_S1,L3_H0_S1
2,0.945557999992161,85.9954770999902,89.9976117999904,92.9425532999885,26,24,L3_H0_S1,L2_H1_S3
2,0.937344899997697,89.9976117999904,93.9975784999988,96.9346358999901,24,22,L2_H1_S3,L2_H1_S2
0,NaN,93.9975784999988,97.9982242999977,1.49456690000079,22,40,L2_H1_S2,
2,0.921615400002338,97.9982242999977,101.997988399991,104.918664099998,40,8,,L1_H1_S1
1,0.929563300000154,101.997988399991,105.99788499999,108.926607199988,8,30,L1_H1_S1,L3_H0_S3
0,NaN,105.99788499999,109.997141,1.49500959999568,30,42,L3_H0_S3,
2,0.961457600002177,109.997141,113.997702599998,116.9585429,42,34,,L3_H1_S2
0,NaN,113.997702599998,117.997995999991,1.49500309998984,34,43,L3_H1_S2,
2,1.31378440000117,117.997995999991,121.997815700001,125.310738200002,43,11,,L1_H1_S3
0,NaN,121.997815700001,125.997045299999,1.49491040001158,11,37,L1_H1_S3,
1,0.843462799995905,125.997045299999,129.9954363,132.838648499994,37,35,,L3_H1_S3
1,0.94745989999501,129.9954363,133.995781599995,136.942665199997,35,32,L3_H1_S3,L3_H1_S1
2,0.937874600000214,133.995781599995,137.99567389999,140.9346659,32,13,L3_H1_S1,L2_H0_S1
2,0.969716999999946,137.99567389999,141.997869300001,144.966736499991,13,16,L2_H0_S1,L2_H0_S2
2,1.05768189999799,141.997869300001,145.998066999993,149.054719299995,16,23,L2_H0_S2,L2_H1_S3
1,0.937755099992501,145.998066999993,149.997599999988,152.93467989999,23,20,L2_H1_S3,L2_H1_S1
1,0.945584400004009,149.997599999988,153.998263699992,156.942595100001,20,6,L2_H1_S1,L1_H0_S3
0,NaN,153.998263699992,157.997642000002,1.4949048999988,6,41,L1_H0_S3,
2,0.937324500002433,157.997642000002,161.997874299996,164.934588299991,41,10,,L1_H1_S2
0,NaN,161.997874299996,165.996990200001,1.49482100000023,10,39,L1_H1_S2,
1,0.94577350000327,165.996990200001,169.997540099997,172.942677300001,39,18,,L2_H0_S3
2,0.897512400013511,169.997540099997,173.998270799988,176.894714900001,18,17,L2_H0_S3,L2_H0_S3
1,0.939419100002851,173.998270799988,177.998562499997,180.934654600002,17,31,L2_H0_S3,L3_H1_S1
2,0.963685999988229,177.998562499997,181.995577199996,184.958648399988,31,29,L3_H1_S1,L3_H0_S3
2,0.987367900001118,181.995577199996,185.995546499995,188.982627099991,29,17,L3_H0_S3,L2_H0_S3
1,0.761579199999687,185.995546499995,189.997897399997,192.758647900002,17,27,L2_H0_S3,L3_H0_S2
2,0.87356720000389,189.997897399997,193.997924700001,196.870669099997,27,24,L3_H0_S2,L2_H1_S3
0,NaN,193.997924700001,197.998046599998,1.49493529999745,24,42,L2_H1_S3,
0,NaN,197.998046599998,201.997063799994,1.49493269999221,42,41,,
1,0.881641100000707,201.997063799994,205.997599199996,208.878613099994,41,16,,L2_H0_S2
2,0.985690100002103,205.997599199996,209.997613799991,212.9825538,16,33,L2_H0_S2,L3_H1_S2
1,0.841450099993381,209.997613799991,213.997911400002,216.838586999991,33,3,L3_H1_S2,L1_H0_S2
1,0.906009400001494,213.997911400002,217.997969299991,220.902628600001,3,20,L1_H0_S2,L2_H1_S1
2,0.953424099992844,217.997969299991,221.997736999998,224.950581699988,20,36,L2_H1_S1,L3_H1_S3
2,0.9696447999886,221.997736999998,225.997691099998,228.966558699991,36,22,L3_H1_S3,L2_H1_S2
1,0.923365700000431,225.997691099998,229.995625399999,232.918615699993,22,35,L2_H1_S2,L3_H1_S3
1,1.11531590000959,229.995625399999,233.995787399996,237.110641899999,35,19,L3_H1_S3,L2_H1_S1
2,0.931228800007375,233.995787399996,237.995893599989,240.926572600001,19,9,L2_H1_S1,L1_H1_S2
1,0.913442700009909,237.995893599989,241.997596000001,244.910664299998,9,1,L1_H1_S2,L1_H0_S1
1,1.09760330000427,241.997596000001,245.997672400001,249.094604500002,1,25,L1_H0_S1,L3_H0_S1
0,NaN,245.997672400001,249.996941499994,1.49483550000878,25,40,L3_H0_S1,
1,0.96125020000909,249.996941499994,253.998416799994,256.9584015,40,26,,L3_H0_S1
1,0.857559199997922,253.998416799994,257.998310800001,260.854500899994,26,28,L3_H0_S1,L3_H0_S2
2,0.913461599993752,257.998310800001,261.997745399989,264.910684099988,28,13,L3_H0_S2,L2_H0_S1
0,NaN,261.997745399989,265.997043399999,1.49488899999415,13,37,L2_H0_S1,
1,0.937383199998294,265.997043399999,269.997657,272.934485999998,37,21,,L2_H1_S2
0,NaN,269.997657,273.998231599995,1.4940326000069,21,39,L2_H1_S2,
2,0.969346800004132,273.998231599995,277.997908299993,280.9663974,39,10,,L1_H1_S2
2,1.03544539998984,277.997908299993,281.995993299992,285.03064479999,10,15,L1_H1_S2,L2_H0_S2
1,0.963358599998173,281.995993299992,285.995713799988,288.958590499999,15,18,L2_H0_S2,L2_H0_S3
2,0.969216600002255,285.995713799988,289.995508699998,292.966415499992,18,7,L2_H0_S3,L1_H1_S1
2,0.913238099994487,289.995508699998,293.999406399991,296.910476299992,7,23,L1_H1_S1,L2_H1_S3
1,0.985800000009476,293.999406399991,297.997823400001,300.982540600002,23,6,L2_H1_S3,L1_H0_S3
2,0.977287300003809,297.997823400001,301.997643999988,304.974574699998,6,31,L1_H0_S3,L3_H1_S1
0,NaN,301.997643999988,305.997071199992,1.49483170000894,31,43,L3_H1_S1,
1,0.977165399992373,305.997071199992,309.997840099997,312.974602699993,43,30,,L3_H0_S3
2,0.913597999999183,309.997840099997,313.999547499989,316.910808999994,30,34,L3_H0_S3,L3_H1_S2
1,0.849518200004241,313.999547499989,317.997596299989,320.846393899992,34,32,L3_H1_S2,L3_H1_S1
2,0.905320100006065,317.997596299989,321.997643399998,324.902511699998,32,12,L3_H1_S1,L1_H1_S3
2,0.945415900001535,321.997643399998,325.997829899992,328.942593100001,12,11,L1_H1_S3,L1_H1_S3
1,0.899378799993428,325.997829899992,329.997937099994,332.89454899999,11,4,L1_H1_S3,L1_H0_S2
1,1.06738069999847,329.997937099994,333.995766399996,337.062598399993,4,14,L1_H0_S2,L2_H0_S1
2,1.08321230000001,333.995766399996,337.995494599993,341.0783926,14,8,L2_H0_S1,L1_H1_S1
0,NaN,337.995494599993,341.997029499995,1.49493649999204,8,38,L1_H1_S1,
1,0.953171100001782,341.997029499995,345.997672999991,348.950408899997,38,2,,L1_H0_S1
2,0.921333699996467,345.997672999991,349.998168299993,352.918380499992,2,5,L1_H0_S1,L1_H0_S3
