preferredStim,timing,timeStamp1,timeStamp2,timeStampJudge,stim1,stim2,cat1,cat2
2,0.808235700009391,9.99907090002671,13.9991157000186,16.8073277999647,13,18,L2_H0_S1,L2_H0_S3
1,0.984517599921674,13.9991157000186,17.9991976999445,20.9836338999448,18,36,L2_H0_S3,L3_H1_S3
1,1.05646540003363,17.9991976999445,21.9991821999429,25.0556306999642,36,6,L3_H1_S3,L1_H0_S3
2,1.04855940002017,21.9991821999429,25.9992015999742,29.0477462999988,6,30,L1_H0_S3,L3_H0_S3
1,1.02440699993167,25.9992015999742,29.9992130999453,33.0236276999349,30,34,L3_H0_S3,L3_H1_S2
1,0.992385599995032,29.9992130999453,33.9993234999711,36.9916096000234,34,31,L3_H1_S2,L3_H1_S1
2,1.06420410005376,33.9993234999711,37.9992923999671,41.0635084999958,31,28,L3_H1_S1,L3_H0_S2
0,NaN,37.9992923999671,41.9993134000106,1.49242490006145,28,39,L3_H0_S2,
1,0.968073399970308,41.9993134000106,45.9993610000238,48.9674719999311,39,35,,L3_H1_S3
0,NaN,45.9993610000238,49.9994771999773,1.49228639993817,35,41,L3_H1_S3,
1,0.967947800061665,49.9994771999773,53.999437600025,56.9673710999778,41,10,,L1_H1_S2
2,1.00003919994924,53.999437600025,57.9994864999317,60.9994763999712,10,19,L1_H1_S2,L2_H1_S1
2,1.07196690002456,57.9994864999317,61.9995657999534,65.0714832999511,19,3,L2_H1_S1,L1_H0_S2
0,NaN,61.9995657999534,65.9995333999395,1.49218739999924,3,38,L1_H0_S2,
2,1.31984659994487,65.9995333999395,69.9995820999611,73.3194010999287,38,16,,L2_H0_S2
1,1.31897350004874,69.9995820999611,73.999614499975,77.3352307999739,16,2,L2_H0_S2,L1_H0_S1
2,0.727747299941257,73.999614499975,77.9996365000261,80.7273670999566,2,4,L1_H0_S1,L1_H0_S2
2,0.927707600058056,77.9996365000261,81.9996834999183,84.92736099998,4,15,L1_H0_S2,L2_H0_S2
0,NaN,81.9996834999183,85.9996969000204,1.49206509999931,15,43,L2_H0_S2,
2,0.855463700019754,85.9996969000204,89.9997191999573,92.8551821999718,43,29,,L3_H0_S3
1,1.15950409998186,89.9997191999573,93.9997568000108,97.1592623000033,29,27,L3_H0_S3,L3_H0_S2
0,NaN,93.9997568000108,97.9998179000104,1.49190999998245,27,42,L3_H0_S2,
1,0.767382899997756,97.9998179000104,101.999839699944,104.767204399919,42,26,,L3_H0_S1
1,0.79130709997844,101.999839699944,105.999882599921,108.791162099922,26,8,L3_H0_S1,L1_H1_S1
1,0.887375899939798,105.999882599921,109.999915199936,112.887254499947,8,1,L1_H1_S1,L1_H0_S1
2,0.751307499944232,109.999915199936,113.999949299963,116.751228899928,1,7,L1_H0_S1,L1_H1_S1
2,0.775220999959856,113.999949299963,118.000062800013,120.775191499968,7,11,L1_H1_S1,L1_H1_S3
1,0.695120100048371,118.000062800013,122.000024499954,124.695112999994,11,9,L1_H1_S3,L1_H1_S2
2,0.831232800032012,122.000024499954,126.000051299925,128.831253199955,9,22,L1_H1_S2,L2_H1_S2
0,NaN,126.000051299925,130.000089699985,1.49164719996043,22,37,L2_H1_S2,
1,1.40701049997006,130.000089699985,134.000123700011,137.407071299967,37,5,,L1_H0_S3
1,1.36694910004735,134.000123700011,138.000117999967,141.367047899985,5,14,L1_H0_S3,L2_H0_S1
2,1.05490520002786,138.000117999967,142.000154400012,145.055033799959,14,24,L2_H0_S1,L2_H1_S3
2,0.622773400042206,142.000154400012,146.000221799943,148.622961499961,24,33,L2_H1_S3,L3_H1_S2
1,1.01486659992952,146.000221799943,150.000247600023,153.015096099931,33,32,L3_H1_S2,L3_H1_S1
1,1.14262249995954,150.000247600023,154.000374899944,157.142923999927,32,20,L3_H1_S1,L2_H1_S1
2,1.04652790003456,154.000374899944,158.000320799998,161.046885999967,20,21,L2_H1_S1,L2_H1_S2
1,0.918542600004002,158.000320799998,162.000355999917,164.91887319996,21,17,L2_H1_S2,L2_H0_S3
0,NaN,162.000355999917,166.000396799995,1.49133300001267,17,40,L2_H0_S3,
2,1.06239249999635,166.000396799995,170.000409799977,173.062806600006,40,23,,L2_H1_S3
2,1.15855659998488,170.000409799977,174.000455899979,177.158986399998,23,25,L2_H1_S3,L3_H0_S1
2,0.934306800016202,174.000455899979,178.000490100007,180.934777999995,25,12,L3_H0_S1,L1_H1_S3
1,0.894289499963634,178.000490100007,182.000522300019,184.894805099932,12,10,L1_H1_S3,L1_H1_S2
0,NaN,182.000522300019,186.000528899953,1.49119149998296,10,38,L1_H1_S2,
1,1.13423910003621,186.000528899953,190.000551900011,193.134772800026,38,16,,L2_H0_S2
1,0.830271199927665,190.000551900011,194.000589199946,196.830870199949,16,20,L2_H0_S2,L2_H1_S1
2,0.950223399908282,194.000589199946,198.000653699972,200.950851599919,20,32,L2_H1_S1,L3_H1_S1
2,0.982108899974264,198.000653699972,202.000695299939,204.982774699922,32,17,L3_H1_S1,L2_H0_S3
0,NaN,202.000695299939,206.00072729995,1.49099740001839,17,40,L2_H0_S3,
0,NaN,206.00072729995,210.000742899952,1.49095969996415,40,39,,
2,1.03801129991189,210.000742899952,214.00079770002,217.038776299916,39,21,,L2_H1_S2
2,1.15789430006407,214.00079770002,218.000828000018,221.158694299986,21,28,L2_H1_S2,L3_H0_S2
1,0.949709100066684,218.000828000018,222.000844799913,224.950682200026,28,18,L3_H0_S2,L2_H0_S3
2,0.957737599965185,222.000844799913,226.000897899969,228.958607699955,18,12,L2_H0_S3,L1_H1_S3
0,NaN,226.000897899969,230.001019899966,1.49081689992454,12,37,L1_H1_S3,
1,0.949691699934192,230.001019899966,234.000964200008,236.950597299961,37,4,,L1_H0_S2
2,1.00571420008782,234.000964200008,238.00096189999,241.006668400019,4,23,L1_H0_S2,L2_H1_S3
1,0.877699899952859,238.00096189999,242.000997000025,244.878676499939,23,36,L2_H1_S3,L3_H1_S3
1,1.06955799995922,242.000997000025,246.001037299982,249.070596999954,36,31,L3_H1_S3,L3_H1_S1
2,0.885457500000484,246.001037299982,250.001100900001,252.886527900002,31,25,L3_H1_S1,L3_H0_S1
1,0.86148249998223,250.001100900001,254.0011314,256.862632400007,25,1,L3_H0_S1,L1_H0_S1
1,0.821427999995649,254.0011314,258.001227699919,260.822566399933,1,13,L1_H0_S1,L2_H0_S1
2,0.845341100008227,258.001227699919,262.001205899986,264.846514999983,13,7,L2_H0_S1,L1_H1_S1
1,1.03728699998464,262.001205899986,266.001233399962,269.038493999979,7,14,L1_H1_S1,L2_H0_S1
2,0.781282300013117,266.001233399962,270.001268799999,272.782521800022,14,33,L2_H0_S1,L3_H1_S2
1,0.845204600016586,270.001268799999,274.001303000026,276.846470899996,33,24,L3_H1_S2,L2_H1_S3
1,0.981101099983789,274.001303000026,278.001333999913,280.982410699944,24,2,L2_H1_S3,L1_H0_S1
2,0.605143000022508,278.001333999913,282.001356099965,284.606487100013,2,9,L1_H0_S1,L1_H1_S2
2,0.813131199916825,282.001356099965,286.001369899954,288.814477399923,9,27,L1_H1_S2,L3_H0_S2
2,0.708944599959068,286.001369899954,290.001401199959,292.710396399954,27,35,L3_H0_S2,L3_H1_S3
1,0.676939400029369,290.001401199959,294.001526399981,296.678367699962,35,26,L3_H1_S3,L3_H0_S1
1,0.66890659998171,294.001526399981,298.001504699932,300.670389799983,26,6,L3_H0_S1,L1_H0_S3
1,0.700880700023845,298.001504699932,302.001526399981,304.702391700004,6,8,L1_H0_S3,L1_H1_S1
1,0.692803799989633,302.001526399981,306.00156679994,308.69434669998,8,3,L1_H1_S1,L1_H0_S2
2,0.79678969993256,306.00156679994,310.001594199915,312.798366299947,3,30,L1_H0_S2,L3_H0_S3
0,NaN,310.001594199915,314.001640599919,1.49009189999197,30,41,L3_H0_S3,
2,0.788619500002824,314.001640599919,318.001673699939,320.79026769998,41,29,,L3_H0_S3
1,0.852450300008059,318.001673699939,322.001705199946,324.854158699978,29,22,L3_H0_S3,L2_H1_S2
1,0.868573299958371,322.001705199946,326.001801999984,328.87031509995,22,34,L2_H1_S2,L3_H1_S2
0,NaN,326.001801999984,330.001771599986,1.48996979999356,34,43,L3_H1_S2,
1,0.796289199963212,330.001771599986,334.001805900014,336.798040799913,43,19,,L2_H1_S1
2,0.876442600041628,334.001805900014,338.001809699927,340.878226600005,19,15,L2_H1_S1,L2_H0_S2
1,1.06838539999444,338.001809699927,342.001886399928,345.070206000004,15,5,L2_H0_S2,L1_H0_S3
0,NaN,342.001886399928,346.001906899968,1.48981900000945,5,42,L1_H0_S3,
2,0.924031400005333,346.001906899968,350.001992499921,352.925947999931,42,11,,L1_H1_S3
