preferredStim,timing,timeStamp1,timeStamp2,timeStampJudge,stim1,stim2,cat1,cat2
0,NaN,10.0081444000243,14.0082333000028,1.48354879999533,37,5,,L1_H0_S3
2,0.846512000018265,14.0082333000028,18.0082446000306,20.8547323000384,5,1,L1_H0_S3,L1_H0_S1
2,0.774448700016364,18.0082446000306,22.0083287000307,24.78271400003,1,18,L1_H0_S1,L2_H0_S3
1,0.670405600045342,22.0083287000307,26.0083155000466,28.6787312000524,18,7,L2_H0_S3,L1_H1_S1
1,0.758272200007923,26.0083155000466,30.008437600045,32.766629300022,7,8,L1_H1_S1,L1_H1_S1
1,0.710394699999597,30.008437600045,34.0084408000112,36.7188052000129,8,11,L1_H1_S1,L1_H1_S3
2,0.678230400022585,34.0084408000112,38.0085495000239,40.686716700031,11,23,L1_H1_S3,L2_H1_S3
2,0.790186400001403,38.0085495000239,42.0085702000069,44.7987276000204,23,27,L2_H1_S3,L3_H0_S2
2,0.862179999996442,42.0085702000069,46.0086607999983,48.8707781000412,27,34,L3_H0_S2,L3_H1_S2
0,NaN,46.0086607999983,50.0086662000394,1.48304419999477,34,43,L3_H1_S2,
1,0.838073700026143,50.0086662000394,54.0087665000465,56.8467813000316,43,28,,L3_H0_S2
1,0.766095300030429,54.0087665000465,58.008768300002,60.7748425000464,28,15,L3_H0_S2,L2_H0_S2
0,NaN,58.008768300002,62.0088683000067,1.48291950003477,15,38,L2_H0_S2,
0,NaN,62.0088683000067,66.0088809000445,1.48270009999396,38,42,,
2,0.677865799982101,66.0088809000445,70.008976800018,72.6867810999975,42,21,,L2_H1_S2
1,0.893664099974558,70.008976800018,74.0089857000276,76.9026343000005,21,32,L2_H1_S2,L3_H1_S1
1,0.845837400003802,74.0089857000276,78.0090682000155,80.854834400001,32,24,L3_H1_S1,L2_H1_S3
2,0.781681600026786,78.0090682000155,82.0090640000417,84.7907345000422,24,10,L2_H1_S3,L1_H1_S2
1,0.717724599991925,82.0090640000417,86.0091761000222,88.7268509000423,10,19,L1_H1_S2,L2_H1_S1
0,NaN,86.0091761000222,90.0092013000394,1.48252140003024,19,41,L2_H1_S1,
0,NaN,90.0092013000394,94.0092233000323,1.48249139997642,41,39,,
2,0.805440499971155,94.0092233000323,98.0093122000108,100.814739699999,39,13,,L2_H0_S1
1,0.93349769996712,98.0093122000108,102.009383100027,104.942837900016,13,20,L2_H0_S1,L2_H1_S1
1,0.949453400040511,102.009383100027,106.009412400017,108.958848400041,20,36,L2_H1_S1,L3_H1_S3
2,0.957273900043219,106.009412400017,110.00952240004,112.966722100042,36,33,L3_H1_S3,L3_H1_S2
1,0.805410399974789,110.00952240004,114.009513600031,116.814908600005,33,16,L3_H1_S2,L2_H0_S2
2,0.909240799956024,114.009513600031,118.009617400006,120.918794099998,16,30,L2_H0_S2,L3_H0_S3
1,0.71722710004542,118.009617400006,122.009627200023,124.726836200047,30,12,L3_H0_S3,L1_H1_S3
2,0.860922899970319,122.009627200023,126.00969060004,128.870682100009,12,25,L1_H1_S3,L3_H0_S1
1,0.637088599964045,126.00969060004,130.00967140001,132.646778599999,25,29,L3_H0_S1,L3_H0_S3
1,0.741008799988776,130.00967140001,134.00982060004,136.750786999997,29,17,L3_H0_S3,L2_H0_S3
0,NaN,134.00982060004,138.009862200008,1.48187680001138,17,40,L2_H0_S3,
2,0.660885599965695,138.009862200008,142.009932400018,144.670776400017,40,35,,L3_H1_S3
2,0.884904999984428,142.009932400018,146.009947500017,148.894832600025,35,14,L3_H1_S3,L2_H0_S1
1,0.908900399983395,146.009947500017,150.010035800049,152.918881400023,14,9,L2_H0_S1,L1_H1_S2
1,1.1247097000014,150.010035800049,154.010098400002,157.134835500037,9,6,L1_H1_S2,L1_H0_S3
2,0.804688500007614,154.010098400002,158.01014930004,160.814773400023,6,26,L1_H0_S3,L3_H0_S1
1,0.836512600013521,158.01014930004,162.010140600032,164.846650300024,26,4,L3_H0_S1,L1_H0_S2
1,0.796586299955379,162.010140600032,166.010254400026,168.806781799998,4,22,L1_H0_S2,L2_H1_S2
2,0.820542600005865,166.010254400026,170.010308100027,172.830785700004,22,31,L2_H1_S2,L3_H1_S1
1,0.804456699988805,170.010308100027,174.010354800033,176.814759800036,31,2,L3_H1_S1,L1_H0_S1
2,0.660476999997627,174.010354800033,178.010331800033,180.670803500048,2,3,L1_H0_S1,L1_H0_S2
1,0.836360900022555,178.010331800033,182.010385600035,184.846772600024,3,5,L1_H0_S2,L1_H0_S3
2,0.932223200041335,182.010385600035,186.010500400036,188.942795000039,5,7,L1_H0_S3,L1_H1_S1
2,0.820196899992879,186.010500400036,190.010572900006,192.83080950001,7,21,L1_H1_S1,L2_H1_S2
1,0.740172599966172,190.010572900006,194.010629700031,196.7507568,21,3,L2_H1_S2,L1_H0_S2
2,0.772197099984623,194.010629700031,198.010688600014,200.782814100035,3,28,L1_H0_S2,L3_H0_S2
1,0.59610970003996,198.010688600014,202.010704200016,204.606781500042,28,36,L3_H0_S2,L3_H1_S3
2,0.980132800003048,202.010704200016,206.010740400001,208.990854400035,36,12,L3_H1_S3,L1_H1_S3
2,0.587999399984255,206.010740400001,210.010821500036,212.598777400039,12,27,L1_H1_S3,L3_H0_S2
1,0.843939399986994,210.010821500036,214.010870700004,216.854784200026,27,17,L3_H0_S2,L2_H0_S3
2,0.995941800007131,214.010870700004,218.01093790005,221.006824200042,17,1,L2_H0_S3,L1_H0_S1
0,NaN,218.01093790005,222.010992100055,1.48077289998764,1,42,L1_H0_S1,
2,1.17169119999744,222.010992100055,226.011039400008,229.182657300029,42,29,,L3_H0_S3
1,0.54053960001329,226.011039400008,230.011085200007,232.53489270003,29,22,L3_H0_S3,L2_H1_S2
2,0.700405600015074,230.011085200007,234.011128500046,236.694812300033,22,19,L2_H1_S2,L2_H1_S1
2,0.835617899952922,234.011128500046,238.011163600022,240.846769099997,19,14,L2_H1_S1,L2_H0_S1
0,NaN,238.011163600022,242.011336900003,1.48048889997881,14,39,L2_H0_S1,
0,NaN,242.011336900003,246.011342600046,1.48037770000519,39,43,,
1,0.851445999986026,246.011342600046,250.011397499999,252.862760999997,43,20,,L2_H1_S1
2,0.459448000008706,250.011397499999,254.011468400015,256.470842300041,20,33,L2_H1_S1,L3_H1_S2
1,0.723287099972367,254.011468400015,258.011544000008,260.734749499999,33,2,L3_H1_S2,L1_H0_S1
2,0.571340199967381,258.011544000008,262.011568400019,264.582806200022,2,25,L1_H0_S1,L3_H0_S1
1,0.579303500009701,262.011568400019,266.011658200005,268.590825600026,25,4,L3_H0_S1,L1_H0_S2
1,0.619218200037722,266.011658200005,270.011670400039,272.630793000048,4,30,L1_H0_S2,L3_H0_S3
2,0.563196899951436,270.011670400039,274.011753000028,276.574823200004,30,23,L3_H0_S3,L2_H1_S3
0,NaN,274.011753000028,278.011712200008,1.49670620000688,23,41,L2_H1_S3,
1,0.739746399980504,278.011712200008,282.011765100004,284.734791100025,41,31,,L3_H1_S1
2,0.747706299996935,282.011765100004,286.011797300016,288.742833100026,31,26,L3_H1_S1,L3_H0_S1
0,NaN,286.011797300016,290.011966400023,1.47984919999726,26,38,L3_H0_S1,
1,0.587569599971175,290.011966400023,294.012070700002,296.582802899997,38,8,,L1_H1_S1
2,0.675447100016754,294.012070700002,298.012106600043,300.670768600015,8,18,L1_H1_S1,L2_H0_S3
1,0.723358599992935,298.012106600043,302.012095400016,304.718704900006,18,32,L2_H0_S3,L3_H1_S1
1,0.675406299997121,302.012095400016,306.012200099998,308.670823600027,32,9,L3_H1_S1,L1_H1_S2
1,0.539353200001642,306.012200099998,310.012208500004,312.534829200013,9,24,L1_H1_S2,L2_H1_S3
0,NaN,310.012208500004,314.012289400038,1.4962080999976,24,37,L2_H1_S3,
2,0.875281000044197,314.012289400038,318.012338700006,320.870832400047,37,35,,L3_H1_S3
0,NaN,318.012338700006,321.995602300041,1.49614910001401,35,40,L3_H1_S3,
2,0.835096899943892,321.995602300041,326.012413100048,328.830769499997,40,34,,L3_H1_S2
0,NaN,326.012413100048,329.995693500037,1.49602929997491,34,16,L3_H1_S2,L2_H0_S2
1,0.771070799964946,329.995693500037,333.995811000001,336.766810000001,16,6,L2_H0_S2,L1_H0_S3
2,0.762963799992576,333.995811000001,338.012622900016,340.758794600028,6,13,L1_H0_S3,L2_H0_S1
1,0.754954100004397,338.012622900016,342.01263740001,344.750839000044,13,15,L2_H0_S1,L2_H0_S2
2,0.906957199971657,342.01263740001,346.012706400012,348.902887100005,15,10,L2_H0_S2,L1_H1_S2
1,0.818892799958121,346.012706400012,350.012731400027,352.814869900001,10,11,L1_H1_S2,L1_H1_S3
