preferredStim,timing,timeStamp1,timeStamp2,timeStampJudge,stim1,stim2,cat1,cat2
1,0.991858299996238,9.99792840000009,13.9977148999897,16.9892179999879,29,4,L3_H0_S3,L1_H0_S2
1,1.16775910000433,13.9977148999897,17.9983168999897,21.1651456999971,4,1,L1_H0_S2,L1_H0_S1
2,1.08802489998925,17.9983168999897,21.9989608999895,25.0852385999897,1,21,L1_H0_S1,L2_H1_S2
2,0.905849499991746,21.9989608999895,25.9955038999906,28.9011308999907,21,32,L2_H1_S2,L3_H1_S1
1,0.985971000001882,25.9955038999906,29.9957009999926,32.9812382999953,32,3,L3_H1_S1,L1_H0_S2
0,NaN,29.9957009999926,33.9955437999888,1.49464260000968,3,40,L1_H0_S2,
1,0.871704799996223,33.9955437999888,37.9978517999989,40.8691265999951,40,26,,L3_H0_S1
2,0.815998399993987,37.9978517999989,41.9986374,44.8129883999936,26,25,L3_H0_S1,L3_H0_S1
2,0.759879699995508,41.9986374,45.9978738999926,48.7572187999904,25,31,L3_H0_S1,L3_H1_S1
1,0.911891900002956,45.9978738999926,49.9979232999904,52.9091410999972,31,35,L3_H1_S1,L3_H1_S3
2,0.999887400001171,49.9979232999904,53.9977393000008,56.9972481000004,35,24,L3_H1_S3,L2_H1_S3
1,0.831482800000231,53.9977393000008,57.9979170000006,60.8292432999879,24,17,L2_H1_S3,L2_H0_S3
1,0.776183299996774,57.9979170000006,61.9982624999975,64.7731837999891,17,16,L2_H0_S3,L2_H0_S2
2,0.815520499992999,61.9982624999975,65.9978833999921,68.8131136999873,16,7,L2_H0_S2,L1_H1_S1
1,1.11224449999281,65.9978833999921,69.9979866999929,73.1093012999918,7,9,L1_H1_S1,L1_H1_S2
1,0.953959399994346,69.9979866999929,73.9979128999985,76.9492152999883,9,11,L1_H1_S2,L1_H1_S3
1,1.21791409999423,73.9979128999985,77.9959885999997,81.2133995999902,11,6,L1_H1_S3,L1_H0_S3
2,0.802014900007634,77.9959885999997,81.9961518999917,84.7973222000001,6,2,L1_H0_S3,L1_H0_S1
0,NaN,81.9961518999917,85.9970906999952,1.49485760000243,2,41,L1_H0_S1,
2,1.19206010000198,85.9970906999952,89.9980770999973,93.1892598999984,41,15,,L2_H0_S2
2,0.839918700003182,89.9980770999973,93.9977629999921,96.8370937,15,13,L2_H0_S2,L2_H0_S1
1,1.0078080999956,93.9977629999921,97.9983757999871,101.005128299992,13,19,L2_H0_S1,L2_H1_S1
1,0.800114799989387,97.9983757999871,101.997648399993,104.797236599989,19,20,L2_H1_S1,L2_H1_S1
0,NaN,101.997648399993,105.997323399992,1.49467390000063,20,42,L2_H1_S1,
2,1.05582499998854,105.997323399992,109.997863799988,113.053074799987,42,5,,L1_H0_S3
1,0.863861999998335,109.997863799988,113.997809699998,116.861290899993,5,18,L1_H0_S3,L2_H0_S3
2,0.695712400003686,113.997809699998,117.998700299999,120.693132799992,18,34,L2_H0_S3,L3_H1_S2
1,0.855996099999174,117.998700299999,121.998466299992,124.853087199997,34,8,L3_H1_S2,L1_H1_S1
1,0.857968700001948,121.998466299992,125.995619299996,128.853247199993,8,23,L1_H1_S1,L2_H1_S3
1,0.953900299995439,125.995619299996,129.995658999993,132.949219799993,23,30,L2_H1_S3,L3_H0_S3
2,0.77745860000141,129.995658999993,133.995660699991,136.773191999993,30,14,L3_H0_S3,L2_H0_S1
0,NaN,133.995660699991,137.998695899994,1.49447980000696,14,39,L2_H0_S1,
1,1.08818940000492,137.998695899994,141.997578299997,145.0853355,39,22,,L2_H1_S2
1,1.05584169999929,141.997578299997,145.998032399992,149.053195,22,10,L2_H1_S2,L1_H1_S2
0,NaN,145.998032399992,149.996998199989,1.49489229999017,10,38,L1_H1_S2,
1,0.943920200006687,149.996998199989,153.997796600001,156.941148099999,38,12,,L1_H1_S3
0,NaN,153.997796600001,157.998306999987,1.49452810001094,12,37,L1_H1_S3,
1,1.15240810000978,157.998306999987,161.997859799987,165.149385099998,37,33,,L3_H1_S2
2,0.975897399999667,161.997859799987,165.998251500001,168.973173799997,33,28,L3_H1_S2,L3_H0_S2
2,0.815880900001503,165.998251500001,169.997984999995,172.8132854,28,27,L3_H0_S2,L3_H0_S2
2,0.880016900002374,169.997984999995,173.998022200001,176.8771595,27,36,L3_H0_S2,L3_H1_S3
0,NaN,173.998022200001,177.995605899996,1.4964181999967,36,43,L3_H1_S3,
1,0.882097399997292,177.995605899996,181.995550899999,184.877384599997,43,18,,L2_H0_S3
2,0.864086400004453,181.995550899999,185.995541799988,188.8613243,18,5,L2_H0_S3,L1_H0_S3
